Location,Area_SqFt,BHK,Bathrooms,Parking,Property_Age,Floor_Number,Total_Floors,Price,Price_Per_SqFt
Kondapur,1690.3,3,4,3.0,0,6,10,14025917.0,8297.6
Nallagandla,998.6,2,3,2.0,0,12,12,7515291.0,7525.5
LB Nagar,1382.9,3,3,1.0,3,1,21,5780111.0,4179.7
Kukatpally,1037.5,2,2,1.0,3,0,3,5993461.0,5777.0
LB Nagar,2173.4,4,5,1.0,10,1,2,8685496.0,3996.3
Hitech City,1199.8,2,2,1.0,5,0,15,11234998.0,9363.9
Bowenpally,1652.6,3,3,1.0,2,2,12,8440905.0,5107.6
LB Nagar,2198.8,4,4,1.0,5,0,20,10058274.0,4574.4
Manikonda,1367.2,2,2,1.0,3,0,18,8665588.0,6338.3
Nallagandla,1041.3,2,2,1.0,3,11,19,6579543.0,6318.6
Manikonda,2073.3,4,4,1.0,2,2,2,12685722.0,6118.7
Gachibowli,2686.3,4,4,1.0,15,10,16,21702942.0,8079.1
Manikonda,1180.8,2,3,0.0,2,3,3,6665581.0,5644.9
Jubilee Hills,1763.9,3,4,2.0,15,2,10,25376172.0,14386.7
Gachibowli,899.5,2,2,0.0,3,5,10,7742360.0,8607.8
Banjara Hills,2813.9,5,5,1.0,2,9,10,36656714.0,13027.1
Kompally,1360.5,3,3,1.0,10,11,17,6916149.0,5083.5
Ameerpet,2520.7,4,4,1.0,5,3,16,13786737.0,5469.3
LB Nagar,2346.2,4,5,1.0,3,0,2,10915645.0,4652.4
Ameerpet,1099.0,2,2,1.0,7,4,4,6481510.0,5897.8
Bowenpally,1285.9,3,3,2.0,0,10,18,6711096.0,5218.9
LB Nagar,2112.3,4,4,3.0,5,22,23,9643726.0,4565.6
Miyapur,1770.5,3,3,1.0,7,7,22,9137779.0,5161.0
Ameerpet,1865.5,4,5,1.0,3,2,7,10935405.0,5861.9
Kukatpally,1101.0,2,2,1.0,0,15,16,6437910.0,5847.4
Kondapur,2601.4,4,4,2.0,7,21,25,17152552.0,6593.5
Uppal,2105.7,4,5,1.0,2,2,10,9139702.0,4340.5
Nallagandla,938.6,2,3,1.0,1,7,23,6826634.0,7272.8
Gachibowli,1524.4,3,3,3.0,20,3,7,10541316.0,6914.9
Nizampet,2885.4,4,4,1.0,15,1,15,13494949.0,4677.0
Bowenpally,2087.1,4,4,1.0,0,2,4,9648031.0,4622.6
Miyapur,703.7,1,2,1.0,3,2,6,3706085.0,5266.9
LB Nagar,1032.6,2,2,2.0,7,11,16,4325186.0,4188.6
Ameerpet,675.0,1,2,0.0,3,8,13,3918384.0,5805.4
Nizampet,1726.0,3,3,1.0,0,12,18,10265782.0,5947.7
Nizampet,1148.3,2,2,2.0,15,14,17,6432207.0,5601.4
Jubilee Hills,1576.1,3,4,0.0,10,7,12,21208745.0,13456.7
LB Nagar,612.4,1,1,2.0,7,0,12,2757308.0,4502.6
Uppal,1120.0,2,3,2.0,15,6,16,5058202.0,4516.3
Begumpet,1063.6,2,2,1.0,3,21,21,8461316.0,7955.5
Uppal,1251.5,2,3,2.0,2,24,24,6137238.0,4904.0
Tellapur,1041.4,2,2,2.0,5,1,10,6617814.0,6354.6
Financial District,1541.7,3,4,1.0,3,14,20,15980938.0,10366.0
Financial District,2382.6,4,4,0.0,1,2,3,21387346.0,8976.5
Ameerpet,1119.7,2,3,1.0,10,8,20,6505170.0,5809.8
Nizampet,1535.6,3,4,1.0,1,9,10,8271951.0,5386.7
Hitech City,1385.5,3,4,1.0,3,6,6,14341654.0,10351.1
LB Nagar,1172.9,2,2,3.0,0,3,4,6231356.0,5313.0
Bowenpally,2256.5,4,5,1.0,5,5,10,10662984.0,4725.4
Shaikpet,2899.9,4,4,1.0,0,11,16,18564882.0,6401.8
Ameerpet,1704.1,3,3,1.0,1,0,4,10054234.0,5900.1
Tellapur,1517.7,3,3,1.0,5,0,2,10192336.0,6715.6
Bowenpally,604.6,1,1,1.0,0,7,14,2939177.0,4861.1
Kukatpally,1540.5,3,3,2.0,7,11,18,9150891.0,5940.3
Manikonda,1731.1,3,3,1.0,20,5,11,9218146.0,5325.1
LB Nagar,1439.8,2,2,3.0,10,6,6,5877777.0,4082.3
Financial District,1160.6,2,3,2.0,0,11,11,10979924.0,9460.6
Nizampet,1293.3,2,2,1.0,0,17,18,7399653.0,5721.4
Kukatpally,1672.3,3,3,2.0,0,8,12,11391419.0,6812.0
Nizampet,1489.4,3,4,1.0,10,1,21,7658164.0,5141.6
Financial District,1652.8,3,3,1.0,7,21,22,17009428.0,10291.1
Banjara Hills,1160.3,2,2,1.0,5,1,3,17289816.0,14900.8
Shaikpet,1862.3,3,3,2.0,3,12,25,14231363.0,7641.8
Kukatpally,2680.5,4,4,1.0,25,17,25,12953098.0,4832.4
Miyapur,1094.2,2,2,1.0,5,0,3,5537060.0,5060.2
Bowenpally,1259.9,2,3,2.0,2,2,6,7080310.0,5619.7
Begumpet,2258.9,4,4,1.0,1,2,10,17665614.0,7820.5
Gachibowli,913.1,2,3,1.0,1,12,17,7437455.0,8145.1
Tellapur,2225.1,4,4,1.0,0,14,16,16381954.0,7362.4
Kompally,1748.6,3,3,2.0,5,13,18,9046909.0,5173.9
Shaikpet,1770.0,3,3,1.0,7,9,15,11837545.0,6687.9
Begumpet,3820.5,5,6,0.0,5,0,16,29389447.0,7692.5
Hitech City,2239.9,4,5,1.0,5,1,5,20373300.0,9095.6
Ameerpet,2117.8,4,5,1.0,2,4,23,14629779.0,6907.9
Begumpet,494.9,1,2,1.0,1,1,8,3272003.0,6610.9
Bowenpally,1179.4,2,3,1.0,0,0,2,6139992.0,5206.2
Nallagandla,1299.7,3,4,2.0,10,0,7,8293176.0,6380.7
Jubilee Hills,1641.0,3,3,1.0,1,3,15,22153421.0,13499.6
Bowenpally,1625.7,3,4,1.0,3,5,6,8330366.0,5124.2
Manikonda,1455.7,3,3,3.0,0,0,3,8504000.0,5841.9
Nallagandla,935.0,2,3,0.0,1,9,11,7655021.0,8187.3
Miyapur,1739.5,3,4,1.0,3,6,11,9639476.0,5541.5
Hitech City,1213.1,2,3,1.0,7,12,18,12602363.0,10388.5
Kukatpally,925.7,2,3,3.0,2,2,18,4787843.0,5172.3
Hitech City,1017.4,2,3,2.0,2,2,2,9721163.0,9554.9
Gachibowli,1051.8,2,3,1.0,1,1,3,9395435.0,8932.4
Miyapur,914.0,2,2,1.0,3,2,14,4791525.0,5242.5
Kondapur,977.5,2,3,1.0,7,0,12,6684678.0,6838.4
Kompally,2970.8,5,6,0.0,10,13,16,12778488.0,4301.4
Kukatpally,1990.9,4,5,1.0,5,2,6,12636128.0,6346.8
Hitech City,1235.8,3,3,0.0,3,11,14,11324248.0,9163.4
Jubilee Hills,3107.9,4,4,1.0,0,7,11,44182028.0,14215.9
Begumpet,1376.4,3,3,1.0,1,1,4,9085970.0,6601.0
Begumpet,2030.7,4,4,1.0,10,2,2,14916848.0,7345.5
Financial District,1046.5,2,2,1.0,0,1,15,9474017.0,9052.9
Jubilee Hills,1217.4,2,2,2.0,1,8,22,20709454.0,17011.8
Financial District,1469.3,3,3,3.0,25,18,23,12211900.0,8311.3
Kompally,1791.2,3,3,1.0,3,11,18,9050261.0,5052.6
Uppal,1852.4,3,3,,5,0,15,7934856.0,4283.5
Nizampet,2338.1,4,4,0.0,0,18,18,12100764.0,5175.4
Nizampet,1041.7,2,3,1.0,10,21,25,6148138.0,5902.1
Nizampet,1300.2,2,2,0.0,15,3,9,6153184.0,4732.4
Hitech City,2477.8,4,4,1.0,7,0,2,21489601.0,8672.9
Nizampet,669.8,1,2,1.0,2,8,11,3502469.0,5229.2
Financial District,1275.2,2,3,3.0,10,0,3,12810274.0,10045.7
Shaikpet,1388.5,3,3,1.0,2,0,12,10085219.0,7263.6
Kondapur,1202.9,2,2,2.0,10,9,21,8641722.0,7183.8
Nallagandla,1247.0,2,3,3.0,3,0,5,8041361.0,6448.4
Gachibowli,1656.9,3,3,2.0,10,4,4,12060726.0,7279.1
Kondapur,1843.2,3,4,0.0,15,1,23,11826640.0,6416.4
Uppal,3765.9,5,5,1.0,2,10,12,18856904.0,5007.2
LB Nagar,1930.4,3,4,2.0,5,7,14,8042726.0,4166.5
Ameerpet,1492.2,3,3,2.0,10,16,19,9384986.0,6289.5
Shaikpet,2168.9,4,4,2.0,2,17,20,17250483.0,7953.7
Shaikpet,1593.6,3,4,1.0,7,0,7,11117893.0,6976.6
Kondapur,1776.8,3,4,1.0,0,11,17,13302804.0,7486.8
Bowenpally,2125.8,4,5,1.0,7,11,25,11189874.0,5263.8
Nallagandla,1699.4,3,3,1.0,2,4,4,11340656.0,6673.4
Kompally,2344.8,4,5,3.0,0,4,24,11572888.0,4935.5
Bowenpally,1528.0,3,3,0.0,1,10,23,7508283.0,4913.7
Nizampet,2156.3,4,4,2.0,1,6,8,12099659.0,5611.3
Gachibowli,1306.4,2,2,2.0,15,6,6,9209733.0,7049.7
Nizampet,1847.2,3,3,1.0,5,0,2,9646045.0,5222.0
Gachibowli,831.0,1,1,0.0,10,10,12,7111910.0,8557.9
Bowenpally,1755.7,3,4,1.0,15,0,12,9205028.0,5243.1
Nallagandla,1829.0,3,3,0.0,5,3,9,10608415.0,5800.0
Kondapur,770.8,1,1,2.0,0,6,15,5984601.0,7764.2
Kompally,1702.3,3,3,3.0,0,15,23,9216590.0,5414.1
Banjara Hills,1127.5,2,3,1.0,5,2,5,14587958.0,12937.8
Tellapur,1265.5,2,2,,10,7,9,7836626.0,6192.5
Ameerpet,1704.6,3,4,1.0,3,11,21,10826159.0,6351.2
Banjara Hills,2257.3,4,5,2.0,5,5,11,30015835.0,13297.3
Shaikpet,2427.6,4,4,1.0,7,0,8,14664743.0,6040.9
Shaikpet,1036.4,2,3,1.0,7,0,2,6797856.0,6559.2
Ameerpet,2507.5,4,5,2.0,3,1,11,15207978.0,6064.9
Madhapur,648.7,1,1,2.0,0,2,2,5741060.0,8850.0
Uppal,1166.2,2,3,1.0,1,6,7,5529300.0,4741.3
Miyapur,1265.3,2,2,2.0,2,4,6,6736811.0,5324.3
Shaikpet,945.4,2,2,,20,10,12,5686302.0,6014.5
Shaikpet,1368.0,2,2,2.0,20,8,13,8105475.0,5925.2
Hitech City,1097.4,2,2,2.0,1,2,2,9158330.0,8345.8
Gachibowli,2270.8,4,4,1.0,10,1,12,19684641.0,8668.6
Begumpet,2434.5,4,4,2.0,1,8,11,18977979.0,7795.4
Kondapur,2288.9,4,4,1.0,2,10,10,14279997.0,6238.8
Kukatpally,890.6,2,2,1.0,3,0,5,5826858.0,6542.8
Kondapur,1794.0,3,3,1.0,15,15,19,12766859.0,7116.3
LB Nagar,962.2,2,3,0.0,5,4,4,3505117.0,3642.8
Financial District,928.5,2,2,1.0,5,2,24,8077195.0,8699.4
LB Nagar,1840.2,3,4,1.0,3,1,4,7894185.0,4290.0
Jubilee Hills,1264.4,2,2,3.0,1,22,24,19165002.0,15156.8
Begumpet,2632.0,4,4,2.0,7,9,10,20370020.0,7739.3
Nizampet,1393.8,2,3,1.0,0,16,20,7345446.0,5269.9
Hitech City,1703.1,3,3,0.0,10,12,24,13688374.0,8037.2
Begumpet,1153.8,2,2,1.0,5,15,24,8101096.0,7021.5
Manikonda,1559.9,3,4,3.0,25,6,11,8213640.0,5265.4
Uppal,1067.1,2,3,1.0,7,6,8,4692681.0,4397.4
Hitech City,1137.3,2,2,0.0,2,4,20,9420920.0,8283.5
Uppal,1117.0,2,2,0.0,2,4,23,5232255.0,4684.3
Financial District,1586.9,3,4,2.0,3,7,23,13997668.0,8820.7
Nallagandla,1689.9,3,3,3.0,7,3,20,11519927.0,6817.0
Shaikpet,1282.3,2,2,2.0,5,19,25,9869949.0,7697.0
Ameerpet,2375.2,4,4,2.0,15,2,5,12957060.0,5455.1
Miyapur,1619.9,3,4,1.0,15,6,11,9198596.0,5678.5
Financial District,990.7,2,3,1.0,0,6,9,11173393.0,11278.4
Madhapur,528.5,1,2,2.0,15,1,4,4361077.0,8252.4
Begumpet,2118.5,4,4,,15,0,20,14661679.0,6920.8
Gachibowli,1842.7,3,3,1.0,2,6,23,16582510.0,8998.9
Hitech City,863.4,2,2,1.0,3,0,3,7570717.0,8768.9
Banjara Hills,1548.5,3,4,1.0,3,16,24,23637449.0,15264.7
Nallagandla,1624.9,3,3,1.0,15,3,17,10171571.0,6259.7
Nizampet,1720.8,3,3,2.0,0,2,2,9436357.0,5483.6
Miyapur,975.2,2,2,2.0,10,9,15,5427029.0,5565.2
Ameerpet,2296.2,4,4,2.0,2,15,20,14914129.0,6495.0
Ameerpet,1028.7,2,3,1.0,0,10,14,7072400.0,6875.0
Hitech City,1222.0,2,3,1.0,7,2,6,11638917.0,9524.8
Hitech City,1486.2,3,4,1.0,3,5,11,15334132.0,10317.8
Bowenpally,1581.7,3,4,1.0,2,3,19,7974850.0,5041.9
Tellapur,2387.2,4,4,2.0,1,15,15,16838842.0,7053.7
Uppal,1063.2,2,2,1.0,0,2,20,3990140.0,3752.8
Jubilee Hills,2282.4,4,4,1.0,2,0,9,36327531.0,15916.1
Uppal,1057.4,2,3,1.0,1,11,11,4712512.0,4456.6
Madhapur,998.4,2,2,1.0,7,15,25,7774688.0,7787.0
Kukatpally,1606.2,3,4,1.0,20,2,3,7766088.0,4835.0
Manikonda,2379.5,4,4,1.0,7,11,16,15229295.0,6400.1
Manikonda,2172.7,4,4,1.0,1,10,11,14720405.0,6775.1
Begumpet,1366.2,3,3,2.0,5,4,22,10329268.0,7560.6
Hitech City,747.3,1,1,2.0,3,4,6,7171782.0,9597.3
Financial District,1949.8,4,5,1.0,25,4,9,17091359.0,8765.5
Miyapur,554.6,1,2,2.0,3,10,15,3542087.0,6386.9
Kondapur,1193.4,2,2,0.0,1,0,14,9008498.0,7548.7
Banjara Hills,1273.6,2,3,1.0,0,11,14,16808508.0,13197.8
Manikonda,1622.2,3,3,2.0,15,5,9,9179075.0,5658.3
Banjara Hills,1147.6,2,2,1.0,1,1,2,15721920.0,13699.6
Madhapur,3485.8,5,6,3.0,7,2,19,29972842.0,8598.5
Financial District,2470.1,4,4,1.0,7,8,9,23153552.0,9373.4
Kompally,1777.6,3,4,1.0,20,5,16,7207806.0,4054.7
Gachibowli,2691.5,4,4,3.0,5,10,19,23114657.0,8588.1
Ameerpet,1623.7,3,4,2.0,10,7,13,9171857.0,5648.9
Kondapur,1221.8,2,3,1.0,10,2,7,8255190.0,6756.5
Kukatpally,2899.8,4,5,2.0,3,5,17,15073459.0,5198.1
Gachibowli,1588.9,3,4,1.0,1,0,2,15219758.0,9578.9
LB Nagar,1810.6,3,3,1.0,2,2,25,9065939.0,5007.2
Kondapur,972.1,2,3,2.0,2,11,23,7400068.0,7612.8
Nizampet,1690.5,3,3,3.0,7,10,10,8349512.0,4939.2
Hitech City,1873.0,3,4,1.0,20,12,14,15094488.0,8058.9
Kompally,1662.1,3,3,1.0,25,2,16,6026528.0,3625.9
LB Nagar,2046.4,4,5,1.0,5,5,16,8513320.0,4160.2
Hitech City,1147.1,2,2,1.0,2,14,21,9414772.0,8207.3
Begumpet,1232.4,2,2,1.0,7,13,15,8575606.0,6958.5
Tellapur,1038.4,2,3,1.0,10,8,14,6433655.0,6195.8
Begumpet,1742.4,3,3,3.0,20,13,18,11866915.0,6810.8
Kondapur,1207.9,2,2,0.0,0,12,21,9058831.0,7499.4
Tellapur,1700.8,3,4,1.0,3,12,14,13881623.0,8161.8
Nallagandla,1140.8,2,2,2.0,0,3,13,7728951.0,6775.2
LB Nagar,2188.2,4,4,1.0,1,0,2,9938656.0,4541.9
Financial District,996.6,2,3,1.0,10,16,18,8769101.0,8799.2
Uppal,1847.4,3,3,1.0,20,2,19,7695632.0,4165.6
LB Nagar,1144.4,2,3,2.0,1,7,11,4809607.0,4202.6
Nallagandla,1963.3,3,4,0.0,3,8,12,11795411.0,6007.9
Gachibowli,1485.6,3,4,1.0,15,19,25,11575654.0,7792.1
Gachibowli,1188.4,2,2,2.0,10,11,24,10560169.0,8886.3
Miyapur,3155.5,5,5,1.0,25,14,17,15175696.0,4809.3
Manikonda,1771.8,3,3,2.0,7,19,25,11566336.0,6528.2
Kukatpally,1146.7,2,2,1.0,20,5,10,5525554.0,4818.7
Hitech City,1028.4,2,3,1.0,1,18,19,9116060.0,8864.3
Financial District,2245.6,4,4,2.0,10,6,6,18084011.0,8053.1
Begumpet,1211.0,2,3,2.0,0,4,12,9190488.0,7589.3
Jubilee Hills,1444.7,2,2,2.0,15,7,11,20101699.0,13914.0
Miyapur,1515.2,3,3,1.0,3,20,24,8796521.0,5805.7
Jubilee Hills,1607.1,3,4,2.0,5,4,15,25013930.0,15564.6
Jubilee Hills,2364.6,4,5,2.0,10,7,8,32906760.0,13916.2
Uppal,1728.6,3,3,3.0,10,2,4,7341675.0,4247.1
Manikonda,1590.2,3,3,1.0,5,8,10,10161213.0,6390.1
Bowenpally,1478.9,3,4,1.0,1,11,20,8007319.0,5414.3
Miyapur,1484.2,3,3,1.0,1,1,14,7037067.0,4741.3
Financial District,3164.5,5,5,1.0,5,1,24,29427660.0,9299.4
Financial District,582.6,1,2,1.0,1,12,21,5649264.0,9696.3
Nizampet,3101.3,5,6,1.0,7,4,24,17113052.0,5518.0
Kondapur,1408.2,2,2,0.0,5,2,18,9214813.0,6543.6
Kondapur,2150.9,3,4,2.0,2,1,2,14750405.0,6857.7
Miyapur,1654.4,3,3,2.0,10,1,3,9644708.0,5829.7
Ameerpet,1416.8,2,3,1.0,2,1,22,9190764.0,6487.0
Miyapur,1206.5,2,2,1.0,3,12,12,7292918.0,6044.9
Tellapur,2418.3,4,4,1.0,3,7,12,16871728.0,6976.6
Nizampet,1357.7,3,3,0.0,5,3,21,7847773.0,5780.2
Financial District,1685.6,3,4,1.0,10,9,23,15860658.0,9409.6
Financial District,1001.2,2,2,0.0,7,10,21,8821545.0,8810.5
Jubilee Hills,670.9,1,2,2.0,5,11,23,8817046.0,13142.0
Madhapur,1055.3,2,2,2.0,2,12,14,9972072.0,9449.9
Uppal,1633.7,3,3,3.0,5,19,21,7738714.0,4737.0
Ameerpet,400.0,1,1,2.0,5,3,7,2504901.0,6262.3
Kondapur,3537.5,5,5,2.0,0,12,17,28265332.0,7990.1
Kondapur,1090.8,2,3,2.0,5,2,5,8373160.0,7676.2
Kondapur,1289.4,2,2,1.0,2,11,20,8685163.0,6736.0
Madhapur,2178.0,3,4,0.0,5,3,3,17434815.0,8004.8
Banjara Hills,667.9,1,2,1.0,0,0,6,9669260.0,14476.1
Nizampet,635.4,1,1,,0,8,15,4010255.0,6311.3
Kondapur,1214.0,2,3,2.0,15,2,9,8308767.0,6844.2
Shaikpet,2408.0,4,4,2.0,1,9,16,16523801.0,6862.0
Begumpet,1206.7,2,2,0.0,2,11,17,8358388.0,6926.8
Madhapur,499.3,1,1,1.0,1,11,25,3826407.0,7664.1
Kondapur,1518.9,3,4,1.0,2,0,3,11035309.0,7265.1
Hitech City,1968.4,3,4,1.0,5,1,19,19146450.0,9727.1
Tellapur,630.6,1,2,1.0,10,8,13,4261462.0,6757.6
Gachibowli,2007.3,3,3,1.0,15,11,12,16098872.0,8020.2
Nizampet,1219.1,2,3,1.0,0,7,9,6168399.0,5059.7
Jubilee Hills,834.6,2,3,2.0,2,18,24,12235712.0,14661.2
Gachibowli,2427.2,4,4,2.0,0,5,8,18985493.0,7822.0
Gachibowli,2315.4,4,4,1.0,10,8,16,18364712.0,7931.6
Kukatpally,802.3,1,1,2.0,5,6,12,5138708.0,6404.6
Bowenpally,1346.1,3,3,1.0,7,12,23,7671906.0,5699.2
Kondapur,1270.6,2,3,1.0,7,11,13,8782203.0,6911.6
Kompally,2336.3,4,4,1.0,7,3,5,12736596.0,5451.5
Ameerpet,1288.5,2,2,0.0,2,14,18,7181445.0,5573.3
Banjara Hills,1176.9,3,3,1.0,10,13,25,16739272.0,14222.7
Bowenpally,976.4,2,3,1.0,2,10,11,5733399.0,5872.0
Banjara Hills,1279.8,3,4,,15,9,21,15514362.0,12122.9
Nizampet,1385.9,2,3,3.0,1,21,22,8501621.0,6134.4
Shaikpet,1084.1,2,2,1.0,20,3,3,6357535.0,5864.6
Manikonda,1221.8,2,3,1.0,5,15,16,7782293.0,6369.3
Ameerpet,1073.7,2,3,1.0,15,4,18,6530715.0,6082.5
Kukatpally,1920.5,3,4,2.0,10,6,14,10728058.0,5585.9
Madhapur,1881.2,3,3,1.0,3,3,6,14452486.0,7682.5
Uppal,1503.0,3,3,2.0,5,21,21,7031487.0,4678.3
Hitech City,1407.1,3,3,1.0,3,16,25,13101440.0,9310.9
Nizampet,2501.4,4,5,1.0,5,0,4,12197007.0,4876.0
Ameerpet,1986.4,3,3,1.0,3,6,18,11622253.0,5850.9
Nizampet,3321.4,5,5,2.0,20,16,18,16679747.0,5021.8
Hitech City,1304.8,3,4,1.0,7,15,19,12032924.0,9222.4
Shaikpet,2956.6,4,4,1.0,7,8,9,20698181.0,7000.6
Gachibowli,1429.7,2,2,1.0,5,11,14,14187518.0,9923.4
Kukatpally,1520.2,3,3,1.0,1,2,15,8580446.0,5644.4
Kompally,1114.5,2,2,1.0,2,3,6,5673858.0,5090.8
Kukatpally,1850.8,3,3,3.0,0,0,4,13417014.0,7249.5
Nallagandla,1196.4,2,3,2.0,10,0,6,7058845.0,5900.0
Nizampet,3155.6,5,5,2.0,5,2,7,18006830.0,5706.3
Miyapur,1653.9,3,3,2.0,1,15,25,8814099.0,5329.4
Kompally,2300.6,4,5,2.0,5,1,6,10834436.0,4709.4
Nallagandla,1840.7,4,4,1.0,10,13,13,12575072.0,6831.7
Manikonda,1309.9,3,4,2.0,3,7,7,8382214.0,6399.1
Miyapur,1043.1,2,2,2.0,1,10,21,6333731.0,6072.2
Miyapur,1300.4,2,3,1.0,20,4,15,6727230.0,5173.2
Kompally,1166.9,2,2,1.0,10,19,20,5589770.0,4790.4
Madhapur,1087.0,2,2,1.0,7,15,16,9234719.0,8495.8
Bowenpally,568.1,1,1,1.0,2,6,6,2749576.0,4840.1
Ameerpet,1021.9,2,2,1.0,0,7,7,7103345.0,6951.1
Hitech City,2174.3,4,5,2.0,7,7,13,20178258.0,9280.4
Manikonda,2138.9,3,3,2.0,7,5,7,11904414.0,5565.6
Financial District,2225.1,4,4,2.0,5,5,6,20222817.0,9088.5
Banjara Hills,1560.6,3,3,1.0,7,3,11,19761301.0,12662.3
Kukatpally,2700.2,4,5,1.0,15,0,3,13316174.0,4931.5
Shaikpet,1583.5,3,4,1.0,3,2,2,11206592.0,7077.1
Gachibowli,1178.8,2,2,1.0,7,7,10,9639871.0,8177.5
Financial District,679.2,1,2,1.0,3,0,24,6863259.0,10104.8
Nallagandla,2358.9,4,5,1.0,15,4,7,13635640.0,5780.4
Uppal,2134.6,4,5,1.0,7,7,11,10141964.0,4751.2
Nizampet,2213.4,3,4,2.0,0,18,18,12655772.0,5717.9
Nallagandla,1774.8,3,4,2.0,2,1,11,10010025.0,5640.2
Kondapur,777.8,1,1,1.0,2,16,23,6070004.0,7804.2
Hitech City,1751.7,3,3,1.0,3,3,18,13823280.0,7891.4
Madhapur,1115.6,2,2,1.0,15,2,14,8305706.0,7445.2
Banjara Hills,1393.6,2,3,1.0,5,12,18,23871417.0,17129.8
Ameerpet,1729.4,3,3,2.0,2,15,18,11925535.0,6895.9
Nizampet,1478.5,3,3,1.0,3,15,15,8520722.0,5763.1
LB Nagar,748.2,1,1,1.0,10,7,9,3432989.0,4588.0
Ameerpet,1091.9,2,2,2.0,7,9,19,7177528.0,6573.7
Hitech City,1920.4,3,4,2.0,20,6,14,15430076.0,8034.9
Ameerpet,1789.6,3,3,2.0,10,6,17,11175909.0,6245.1
Uppal,765.1,1,2,1.0,0,2,17,3308771.0,4324.4
Begumpet,651.8,1,1,1.0,1,0,6,4137121.0,6347.7
Kondapur,1141.0,2,3,0.0,20,11,15,6874009.0,6024.7
Bowenpally,1029.9,2,3,1.0,1,12,12,5741711.0,5575.3
Ameerpet,722.1,1,1,1.0,10,9,18,4828414.0,6687.0
Nizampet,1684.9,3,3,1.0,15,0,3,8228400.0,4883.5
Banjara Hills,635.5,1,2,1.0,3,8,10,9268775.0,14585.2
Kondapur,723.6,1,1,0.0,3,21,24,5093304.0,7038.4
Manikonda,2380.4,4,4,1.0,20,4,6,12077312.0,5073.6
Jubilee Hills,1416.2,2,2,2.0,0,4,13,21611288.0,15260.3
Miyapur,742.3,1,1,1.0,15,1,24,3601908.0,4852.7
Jubilee Hills,530.5,1,2,2.0,0,15,22,7670848.0,14461.0
Madhapur,1051.8,2,2,1.0,10,9,14,8287981.0,7880.1
Banjara Hills,1061.7,2,2,1.0,5,7,11,16597339.0,15633.4
Kukatpally,1314.1,2,3,1.0,1,0,9,8392828.0,6386.7
Nizampet,1204.7,2,3,1.0,3,15,16,6827917.0,5667.7
Nizampet,1337.3,2,2,1.0,25,2,9,5868101.0,4388.1
Gachibowli,1750.4,3,3,2.0,20,2,11,12784028.0,7303.5
Tellapur,668.4,1,1,1.0,3,22,22,3540299.0,5297.0
Financial District,1390.0,3,3,1.0,2,4,11,13848354.0,9962.6
Begumpet,2447.0,4,5,1.0,2,0,4,17030049.0,6959.7
Bowenpally,1841.1,3,3,2.0,3,20,23,10625873.0,5771.4
Hitech City,1240.5,3,3,0.0,2,12,21,11433275.0,9217.0
Financial District,1452.5,3,3,2.0,25,2,15,10611844.0,7305.7
Nizampet,1051.8,2,3,1.0,1,2,2,5926502.0,5634.5
Jubilee Hills,1434.9,2,3,1.0,25,0,13,17154934.0,11955.4
Kompally,966.3,2,3,1.0,2,1,14,4975158.0,5148.4
Gachibowli,627.2,1,2,2.0,1,1,11,5594067.0,8918.4
Ameerpet,1551.0,3,3,1.0,1,3,4,10212677.0,6584.5
Gachibowli,1968.4,3,3,1.0,7,5,9,17043788.0,8658.9
Hitech City,1902.8,3,4,1.0,7,8,14,17222292.0,9051.2
Kondapur,1930.2,4,5,1.0,25,9,20,12726702.0,6593.4
Jubilee Hills,692.3,1,1,2.0,7,1,16,9916217.0,14322.9
Kukatpally,1329.3,2,3,1.0,10,1,12,7913050.0,5952.9
Uppal,1314.8,3,3,1.0,1,3,6,5999286.0,4562.8
Nallagandla,1663.6,3,4,0.0,1,0,2,11374560.0,6837.1
Nallagandla,1552.4,3,3,2.0,15,6,6,9203794.0,5928.8
Financial District,2125.8,4,4,2.0,5,2,11,21033602.0,9894.5
Kondapur,1654.3,3,3,2.0,2,4,11,12609325.0,7622.0
Kondapur,1222.6,3,3,1.0,10,15,23,8164922.0,6678.1
Begumpet,1625.9,3,3,2.0,7,14,25,13506763.0,8307.1
Kondapur,1800.2,3,3,1.0,10,5,10,12263687.0,6812.2
Ameerpet,2124.2,4,4,2.0,3,17,20,14484070.0,6818.5
Kondapur,2773.0,4,5,3.0,15,3,3,18804220.0,6781.1
Nizampet,918.2,2,2,2.0,25,8,8,3657715.0,3983.7
Gachibowli,1074.2,2,2,1.0,1,3,3,8655946.0,8058.0
Nizampet,1930.2,3,4,1.0,15,6,7,8961095.0,4642.5
Gachibowli,1030.9,2,2,1.0,5,11,17,9752072.0,9459.8
Kompally,3442.3,5,6,3.0,5,3,10,18375194.0,5338.1
Nallagandla,1176.4,2,3,1.0,15,19,23,6657331.0,5659.2
Ameerpet,1631.8,3,3,2.0,5,1,3,10147856.0,6218.7
Miyapur,1141.3,2,2,2.0,7,3,4,5912155.0,5180.1
Banjara Hills,2950.1,5,5,,15,13,14,38618245.0,13090.3
Bowenpally,1003.0,2,3,1.0,5,14,20,5269352.0,5253.5
LB Nagar,1782.5,4,5,2.0,10,12,20,7285914.0,4087.4
Shaikpet,2217.3,3,3,1.0,7,1,8,13733741.0,6193.9
